# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000227960.1	AL138799.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000227962.1	AL391994.1	processed_pseudogene	1	0	1	0.2028	0.0722	0.0765
ENSG00000227963.1	RBM15-AS1	lncRNA	10	9	4	0.2191	0.0780	0.0826
ENSG00000227964.1	LINC01429	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000227965.1	AC098592.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227968.1	BUB3P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227969.1	NPM1P22	processed_pseudogene	2	1	1	0.1202	0.0428	0.0453
ENSG00000227970.1	NR1H5P	unitary_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227971.1	AC078809.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227972.1	THAP12P3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227973.1	PIN4P1	processed_pseudogene	3	1	3	0.4333	0.1542	0.1633
ENSG00000227979.1	AC002127.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227981.2	AC012668.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000227982.1	RPL7P30	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227983.1	BRK1P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227986.1	TRIM60P18	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227987.1	AC092675.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000227988.1	TDGF1P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227992.1	AC108463.1	processed_pseudogene	18	12	9	2.9670	1.0560	1.1184
ENSG00000227994.1	AL035417.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227995.1	RAB11AP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000227999.1	MTND5P1	processed_pseudogene	5	3	3	0.2080	0.0740	0.0784
ENSG00000228000.1	RPL7AP65	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228002.2	DHX9P1	processed_pseudogene	2	1	1	0.0372	0.0132	0.0140
ENSG00000228004.1	MYCLP2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228005.1	AC020743.1	lncRNA	2	1	1	0.1491	0.0531	0.0562
ENSG00000228007.1	AC011933.1	processed_pseudogene	1	1	0	0.1782	0.0634	0.0672
ENSG00000228008.1	AC105935.1	lncRNA	2	2	0	0.1242	0.0442	0.0468
ENSG00000228010.6	AC073343.2	lncRNA	26	14	12	0.4261	0.1517	0.1606
ENSG00000228013.1	IL6R-AS1	lncRNA	31	15	16	1.0098	0.3594	0.3806
ENSG00000228014.1	ZNF680P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228015.1	AC074338.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228016.1	RAPGEF4-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228019.1	AC006480.1	unprocessed_pseudogene	3	2	1	0.4539	0.1616	0.1711
ENSG00000228020.2	HNRNPA1P46	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228021.7	AL158835.1	lncRNA	0	32	43	0.0000	0.0000	0.0000
ENSG00000228022.6	HCG20	lncRNA	43	106	104	1.5626	0.5561	0.5890
ENSG00000228024.1	CYP1D1P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228027.1	AL136369.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228028.2	AC069257.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228030.2	AC019084.1	processed_pseudogene	2	0	2	0.2648	0.0942	0.0998
ENSG00000228031.4	AC078842.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228033.6	AC010967.1	lncRNA	1	1	0	0.0682	0.0243	0.0257
ENSG00000228034.1	HMGN2P21	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228035.1	NGF-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228036.1	HSPD1P9	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228037.1	AL139246.3	lncRNA	14	8	6	1.2792	0.4553	0.4822
ENSG00000228038.1	VN1R51P	processed_pseudogene	2	1	1	0.1211	0.0431	0.0456
ENSG00000228039.3	AC253536.2	processed_pseudogene	0	1	2	0.0000	0.0000	0.0000
ENSG00000228040.1	AL390729.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228041.2	EIF3JP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228042.2	M6PRP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228043.5	AC114763.1	lncRNA	13	4	10	0.5663	0.2016	0.2135
ENSG00000228044.3	AL160408.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228045.1	DNAJA1P6	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228046.2	MTCO3P40	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228048.1	AL355314.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228049.7	POLR2J2	protein_coding	3	2	1	0.0831	0.0296	0.0313
ENSG00000228050.1	TOP3BP1	processed_pseudogene	2	1	1	0.0829	0.0295	0.0312
ENSG00000228051.1	WBP11P3	processed_pseudogene	3	1	2	0.0899	0.0320	0.0339
ENSG00000228053.1	AL158823.1	processed_pseudogene	3	2	1	0.3590	0.1278	0.1353
ENSG00000228054.2	RANP5	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228055.3	FAM245A	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228056.3	CFL1P3	processed_pseudogene	1	0	1	0.1167	0.0415	0.0440
ENSG00000228057.1	SEC63P1	processed_pseudogene	42	21	21	1.9096	0.6796	0.7198
ENSG00000228058.2	LINC01736	lncRNA	5	4	1	0.2411	0.0858	0.0909
ENSG00000228060.3	PABPC4-AS1	lncRNA	4	938	946	0.1625	0.0578	0.0612
ENSG00000228061.7	AC131571.1	lncRNA	0	61	77	0.0000	0.0000	0.0000
ENSG00000228063.2	LYPLAL1-DT	lncRNA	14	149	138	0.1452	0.0517	0.0547
ENSG00000228064.1	AC023469.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228065.11	LINC01515	lncRNA	9	3	6	0.0277	0.0099	0.0104
ENSG00000228067.1	LINC01740	lncRNA	2	0	2	0.3446	0.1226	0.1299
ENSG00000228069.1	MTCO3P29	unprocessed_pseudogene	1	0	1	0.0734	0.0261	0.0277
ENSG00000228071.4	RPL7P47	processed_pseudogene	23	11	13	2.3661	0.8421	0.8919
ENSG00000228072.1	AL139008.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228073.1	AC133106.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228074.1	UBBP5	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228075.5	BOD1L2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000228076.2	AL591719.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228078.1	HLA-U	unprocessed_pseudogene	44	33	11	13.5306	4.8155	5.1001
ENSG00000228079.2	AC012368.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228081.2	AC092810.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228082.1	SIM1-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228083.3	IFNA14	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000228084.1	AC118553.1	lncRNA	0	3	4	0.0000	0.0000	0.0000
ENSG00000228085.1	AC009296.1	processed_pseudogene	1	0	1	0.3690	0.1313	0.1391
ENSG00000228086.1	AL589990.1	lncRNA	0	11	8	0.0000	0.0000	0.0000
ENSG00000228089.1	PNKDP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228092.1	COX6CP15	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228095.3	AL354692.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228097.1	MTATP6P11	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228098.1	AC110620.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228100.2	LINC01820	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228105.2	LINC01757	lncRNA	0	1	0	0.0000	0.0000	0.0000
ENSG00000228107.1	AP000692.1	lncRNA	4	2	2	0.3839	0.1366	0.1447
ENSG00000228108.1	SPTBN1-AS1	lncRNA	0	1	0	0.0000	0.0000	0.0000
ENSG00000228109.1	MELTF-AS1	lncRNA	56	181	196	2.8122	1.0009	1.0600
ENSG00000228110.4	ST13P19	processed_pseudogene	1	0	1	0.0509	0.0181	0.0192
ENSG00000228111.1	TPT1P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228112.1	AC112220.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228113.7	AC003991.1	lncRNA	1	445	439	0.0118	0.0042	0.0045
ENSG00000228115.1	AL161725.2	lncRNA	1	0	1	0.1419	0.0505	0.0535
ENSG00000228118.3	MYL6P5	processed_pseudogene	1	1	0	0.1246	0.0443	0.0470
ENSG00000228120.2	AP001631.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228121.1	PHBP3	processed_pseudogene	1	0	1	0.0698	0.0249	0.0263
ENSG00000228122.1	MTND1P17	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228123.4	AL162726.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228124.1	AL096678.1	lncRNA	4	21	24	0.4847	0.1725	0.1827
ENSG00000228125.2	AKIRIN1P2	processed_pseudogene	1	0	1	0.1003	0.0357	0.0378
ENSG00000228126.1	FALEC	lncRNA	8	4	4	0.8084	0.2877	0.3047
ENSG00000228127.3	LINC01649	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228131.1	IGHD6-6	IG_D_gene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228132.2	AL360221.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228133.3	AC099684.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228134.1	UBE2V1P14	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228135.1	LINC01494	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228136.1	AL773545.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228137.1	AP001469.2	lncRNA	7	5	6	1.0266	0.3654	0.3870
ENSG00000228139.1	LINC01402	lncRNA	2	2	0	0.4100	0.1459	0.1545
ENSG00000228140.2	AL031283.1	lncRNA	25	12	13	0.2762	0.0983	0.1041
ENSG00000228141.7	AC105339.1	transcribed_unitary_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228142.2	AL354861.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228143.2	AL512649.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228144.2	AC078927.1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000228146.8	CASP16P	transcribed_unitary_pseudogene	8	3	5	0.1293	0.0460	0.0487
ENSG00000228149.1	RPL3P1	processed_pseudogene	2	0	2	0.0945	0.0336	0.0356
ENSG00000228150.1	AL357140.2	lncRNA	29	17	13	3.7698	1.3417	1.4210
ENSG00000228151.1	AC004941.1	lncRNA	1	0	1	0.0183	0.0065	0.0069
ENSG00000228153.1	AL161793.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228154.3	AC092436.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228156.1	AL133343.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228157.4	AC007952.2	lncRNA	16	8	8	0.2955	0.1052	0.1114
ENSG00000228158.2	TLE1P1	processed_pseudogene	15	12	3	1.4566	0.5184	0.5491
ENSG00000228159.2	LINC01674	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228160.2	AL158069.1	lncRNA	1	1	0	0.0938	0.0334	0.0353
ENSG00000228161.1	AC245452.2	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228162.1	AC097713.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228165.1	AL158147.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228166.1	MTND1P11	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228167.1	AL353072.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228168.1	HNRNPA1P21	processed_pseudogene	33	15	18	1.9641	0.6990	0.7403
ENSG00000228169.3	PPIAP19	processed_pseudogene	1	1	0	0.1163	0.0414	0.0438
ENSG00000228170.1	AL031963.1	lncRNA	0	409	405	0.0000	0.0000	0.0000
ENSG00000228171.1	AC121251.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228172.5	AL020996.1	lncRNA	23	1405	1346	0.4710	0.1676	0.1775
ENSG00000228173.2	AC091770.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228174.7	AL162385.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228175.3	GEMIN8P4	processed_pseudogene	42	25	17	3.2953	1.1728	1.2421
ENSG00000228176.1	AC092265.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228181.1	AL590365.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228182.1	MTND2P25	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228184.1	SNX19P1	processed_pseudogene	1	0	1	0.0192	0.0068	0.0072
ENSG00000228187.1	AC093433.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228189.5	LINC02843	lncRNA	3	1	2	0.0576	0.0205	0.0217
ENSG00000228190.2	RPL23AP16	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228191.1	AL512326.4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228192.8	AL512353.1	lncRNA	5	151	149	0.0757	0.0270	0.0285
ENSG00000228193.1	ELOCP14	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228194.1	Z83846.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228195.2	RPL5P27	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228196.1	PTPN2P1	processed_pseudogene	1	1	0	0.0534	0.0190	0.0201
ENSG00000228198.3	OR2M3	protein_coding	1	1	0	0.0058	0.0020	0.0022
ENSG00000228201.1	AL022341.1	lncRNA	6	9	10	0.8822	0.3140	0.3325
ENSG00000228203.7	GRASLND	lncRNA	10	6	4	0.0970	0.0345	0.0366
ENSG00000228204.2	AC004830.2	lncRNA	0	53	31	0.0000	0.0000	0.0000
ENSG00000228205.1	AC131235.1	processed_pseudogene	22	11	11	1.7191	0.6118	0.6480
ENSG00000228206.2	AC016717.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228207.1	AC007967.2	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228208.7	LINC02869	lncRNA	2	0	2	0.0921	0.0328	0.0347
ENSG00000228209.1	PNPP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228210.1	AL121916.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228211.2	HYAL6P	unitary_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228212.1	OFD1P17	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228213.5	NLGN1-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228215.3	LINC02770	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228216.1	AL355607.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228217.1	PNRC2P1	processed_pseudogene	36	16	20	4.9027	1.7449	1.8480
ENSG00000228218.1	ATF4P3	processed_pseudogene	3	1	2	0.1625	0.0578	0.0612
ENSG00000228219.1	NPM1P30	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228221.6	LINC00578	lncRNA	4	0	4	0.0362	0.0129	0.0137
ENSG00000228222.1	AC073050.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228223.3	HCG11	lncRNA	183	101	82	1.8376	0.6540	0.6927
ENSG00000228224.3	NACA4P	transcribed_processed_pseudogene	10	3	7	0.3678	0.1309	0.1386
ENSG00000228225.1	CRLF3P3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228226.1	AC012070.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228229.2	AC243961.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228231.2	TINAG-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228232.1	GAPDHP1	processed_pseudogene	220	110	110	12.5209	4.4562	4.7195
ENSG00000228234.1	GLRXP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228235.1	AP001476.3	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228236.2	TXNP5	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228237.5	EFCAB14-AS1	lncRNA	0	172	185	0.0000	0.0000	0.0000
ENSG00000228238.1	AL096803.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228239.1	AL138900.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228240.1	TTTY17A	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228241.1	MOB1AP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228242.6	XPC-AS1	lncRNA	32	405	418	0.4559	0.1622	0.1718
ENSG00000228247.1	UBBP2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228248.1	NUTF2P3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228251.1	AC012442.1	lncRNA	4	3	1	0.4325	0.1539	0.1630
ENSG00000228252.9	COL6A4P2	transcribed_unitary_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228253.1	MT-ATP8	protein_coding	16100	9005	7095	4448.7026	1583.2921	1676.8528
ENSG00000228255.1	AC096639.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228257.1	AC010141.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228259.3	AC136604.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228261.1	ITPRIP-AS1	lncRNA	1	0	1	0.0600	0.0213	0.0226
ENSG00000228262.10	LINC01320	lncRNA	2	1	1	0.0113	0.0040	0.0043
ENSG00000228264.1	PSMD8P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228271.2	LINC02048	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228272.1	AC106874.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228274.4	AL021707.2	lncRNA	31	291	283	0.3989	0.1420	0.1504
ENSG00000228275.1	ARMCX3-AS1	lncRNA	0	108	115	0.0000	0.0000	0.0000
ENSG00000228277.1	UMLILO	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228278.5	ORM2	protein_coding	2	2	0	0.1507	0.0536	0.0568
ENSG00000228280.1	AL731568.1	lncRNA	4	1	3	0.5272	0.1876	0.1987
ENSG00000228283.3	KATNBL1P6	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228285.2	LYPLA2P1	processed_pseudogene	3	1	2	0.2465	0.0877	0.0929
ENSG00000228286.3	AP000593.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228288.7	PCAT6	lncRNA	343	147	196	22.0436	7.8453	8.3089
ENSG00000228289.1	AL355862.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228290.7	TBX18-AS1	lncRNA	7	3	6	0.1929	0.0686	0.0727
ENSG00000228291.1	ARL4AP3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228292.1	AL512604.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228293.1	AL049712.1	lncRNA	2	2	0	0.1312	0.0467	0.0494
ENSG00000228294.6	BMS1P17	transcribed_unprocessed_pseudogene	1	3	0	0.0506	0.0180	0.0191
ENSG00000228295.2	LINC00392	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228296.1	TTTY4C	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228300.14	FAM174C	protein_coding	4007	1988	2020	109.3468	38.9165	41.2162
ENSG00000228301.1	RPL7P55	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228302.2	AL512770.1	lncRNA	27	497	534	0.6153	0.2190	0.2319
ENSG00000228303.1	AC095038.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228304.1	OR4K6P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228305.2	PRELID1P6	processed_pseudogene	24	11	13	2.0990	0.7470	0.7912
ENSG00000228307.2	OR2S1P	transcribed_unprocessed_pseudogene	1	1	0	0.0308	0.0110	0.0116
ENSG00000228308.2	LINC01209	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228309.7	LINC01350	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228312.1	GAPDHP45	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228314.1	CYP4F29P	transcribed_unprocessed_pseudogene	5	3	2	0.1666	0.0593	0.0628
ENSG00000228315.12	GUSBP11	lncRNA	62	52	41	0.4568	0.1626	0.1722
ENSG00000228316.1	MTATP6P19	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228317.2	AL158070.1	lncRNA	7	10	4	0.4419	0.1573	0.1666
ENSG00000228318.3	AP001610.2	lncRNA	0	66	53	0.0000	0.0000	0.0000
ENSG00000228319.1	SPATA2P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228322.1	AL162419.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228323.2	MYADM-AS1	lncRNA	2	1	1	0.2606	0.0927	0.0982
ENSG00000228325.5	IGKV3D-7	IG_V_gene	2	1	1	0.2979	0.1060	0.1123
ENSG00000228327.3	AL669831.1	transcribed_unprocessed_pseudogene	83	44	43	0.7381	0.2627	0.2782
ENSG00000228328.2	PGK1P1	processed_pseudogene	2	1	1	0.0917	0.0326	0.0346
ENSG00000228329.3	LINC01890	lncRNA	1	25	21	0.0299	0.0106	0.0113
ENSG00000228330.1	AL355355.1	processed_pseudogene	1	0	1	0.0721	0.0257	0.0272
ENSG00000228331.2	RPL17P43	processed_pseudogene	1	0	1	0.0976	0.0347	0.0368
ENSG00000228334.2	AC024028.1	lncRNA	3	1	2	0.0502	0.0179	0.0189
ENSG00000228335.1	AC073063.1	processed_pseudogene	12	8	12	1.1308	0.4024	0.4262
ENSG00000228336.2	OR9H1P	polymorphic_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228337.1	PPIAP69	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228338.1	LINC01784	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228339.1	AMD1P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228340.6	MIR646HG	lncRNA	3	2	1	0.0068	0.0024	0.0026
ENSG00000228341.1	AC002381.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228343.1	AC115618.2	lncRNA	0	99	116	0.0000	0.0000	0.0000
ENSG00000228345.2	AC112492.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228347.1	FTLP17	processed_pseudogene	3	1	2	0.3268	0.1163	0.1232
ENSG00000228348.1	EFCAB14P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228349.1	RPS26P4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228350.1	LINC02585	lncRNA	7	3	4	2.0428	0.7270	0.7700
ENSG00000228351.3	AC018832.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228352.2	AL354989.1	lncRNA	4	1	3	0.3603	0.1282	0.1358
ENSG00000228353.1	AL450322.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228354.1	AL450023.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228355.1	BX322559.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228358.6	LINC02263	lncRNA	1	1	0	0.0046	0.0016	0.0017
ENSG00000228360.1	AC009220.1	processed_pseudogene	1	1	0	0.2080	0.0740	0.0784
ENSG00000228361.2	AL606970.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228363.2	AC015971.1	lncRNA	5	668	740	0.1000	0.0356	0.0377
ENSG00000228364.1	SAR1AP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228365.1	AL133351.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228366.1	AL592437.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228367.3	AC108120.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228368.1	AC106873.1	lncRNA	1	0	1	0.1246	0.0443	0.0470
ENSG00000228369.2	TXNDC12-AS1	lncRNA	1	1	0	0.1463	0.0521	0.0551
ENSG00000228372.8	SMIM10L2B-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228373.2	AL353752.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228374.1	RPL9P13	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228375.1	RPS20P25	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228376.3	GAS2L1P2	transcribed_processed_pseudogene	2	1	1	0.0506	0.0180	0.0191
ENSG00000228379.1	AC010891.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228380.1	MYL6BP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000228382.1	ITPKB-IT1	lncRNA	1	0	1	0.0657	0.0234	0.0248
ENSG00000228383.7	FAM197Y7	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228384.4	AC007040.1	lncRNA	0	63	74	0.0000	0.0000	0.0000
ENSG00000228386.2	AL031668.1	lncRNA	0	1	0	0.0000	0.0000	0.0000
ENSG00000228391.1	AC011995.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228392.3	AL162391.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000228393.4	LINC01004	lncRNA	41	19	22	1.5813	0.5628	0.5960
ENSG00000228395.2	AL356481.1	lncRNA	39	192	178	0.8762	0.3118	0.3303
